Text	Class
@BancodoBrasil se vose divulga sistar eu faço uma conta ai	
@bancodobrasil Não é so vocês enviar a mensagem direta	
@BancodoBrasil  É bom saber disso!	
@BancodoBrasil eu esqueci a senha 🙄	
@BancodoBrasil eu consigo migrar minha conta existente para uma desse tipo? Minha agencia era em outro estado.😢	
@bruonceee @anthonyouantoni @BancodoBrasil AAAAH VCS SÃO MUITO FOFOS, MDS <3 <3	1
@anthonyouantoni @BancodoBrasil lindo ❤❤❤	1
@BancodoBrasil quase 2017 e o app do BB para Android não usa leitor biométrico ainda 😰	
pelo amor de deus @bancodobrasil vira logo essa fatura	
Que não,  né Arnaldo?  Poxa @BancodoBrasil a regra é clara! https://t.co/xNfUJbO5Kt	
"Antes das 16hs , nunca vou conseguir ir ao @BancodoBrasil que eu saiba teria que fechar as 22hs os caixas! 
Pode isso Arnaldo?"	
A hora q consigo carona p/ desblok meu cartão do @BancodoBrasil 19hs nem cxa eletronico do bco tava liberado. Ta d rosca. Só ate 16hs cxa tb	-1
Eu te amooooooo demaissssssss @bancodobrasil 💛💙💛💙	1
Oiiii @bancodobrasil quer Tc? To me sentindo sozinho :c	
@lucasteske o @BancodoBrasil também não exige que eu aceite a ordem em 2 minutos antes de mudarem novamente a cotação, como faz o @itau	
@lucasteske esqueci de dizer: o @BancodoBrasil não pede contrato sempre que você aceita a ordem, ao contrário do @itau (+)	
"@BancodoBrasil @mvbs2014 
Fiz alguns pode me ajudar tb"	
@lucasteske em média, a cada 1000 USD, você sai ganhando 260 BRL a mais no @BancodoBrasil do que no @itau	1
@BancodoBrasil isso serve contra vcs também ? Ou só contra outros bandidos ?	
@lucasteske o @BancodoBrasil pagou 3,24 BRL aprox. no USD, enquanto o @itau estaria entre 2,98 e 3,00 BRL (segundo dados dos meses passados)	
@BancodoBrasil olá . Aquela conta que abrimos via app eu posso receber salário nela né?	
@barongello @BancodoBrasil @itau bom saber. Vou migrar então pro BB	1
@lucasteske pra mim, paguei 10 BRL de taxa a menos na ordem no @BancodoBrasil do que no @itau (+)	1
@lucasteske pra empresa custou 10 USD a menos mandar pro @BancodoBrasil do que pro @itau (+)	1
@lucasteske não tive problemas em receber a ordem no @BancodoBrasil. Levou 3 dias úteis a mais do que no @itau, mas veja os benefícios: (+)	1
@Bradesco @BancodoBrasil me senti constrangido, a gerente nem quis me atender, provavelmente pela minha classe social, já que aquela agencia	-1
@Bradesco disse que a gerente tinha dito que não poderia fazer nada, pq o dinheiro não estava mais com o bradesco, e sim com @BancodoBrasil	
@Bradesco @BancodoBrasil fui atendido pela segurança do banco, e depois por uma funcionária do banco, daquelas que ficam de colete, que +	
O @BancodoBrasil  do Norte Shopping, em Natal, tá de parabéns #sqn. Sete caixas e NENHUM, eu disse NENHUM faz  saque.	-1
@Bradesco poupança do @BancodoBrasil, mas esse valor caiu na conta corrente da pessoa, ao invés da poupança. A gerente nem falou comigo +	
Alô @BancodoBrasil vcs não tem mais a opção de conta digital???	
Pq o app do @BancodoBrasil sempre dá erro hein??? Que saco!!!	-1
@BancodoBrasil ces sabem que dá pra forjar o sender id mt fácil né?	
@BancodoBrasil obrigado	1
@BancodoBrasil Nada específico,apenas acredito q caixas eletrônicos precisam d + segurança,além d câmeras!Correntistas merecem tranquilidade	
@BancodoBrasil me lembrei do yudi, 4002-8922 é o funk do yudi que vai da PlayStation 2, me da um PlayStation banco do Brasil ?	
@BancodoBrasil blz, vou abrir uma conta poupança!	
@BancodoBrasil só esqueci de avaliar meu atendimento q foi excelente! Erica ajudou bastante com meu pequeno problema e resolveu super bem :D	1
@BancodoBrasil como faco pra me cadastra	
@BancodoBrasil biometria seria excelente se funcionasse.	-1
@BancodoBrasil A mais próxima é muito longe. Obrigado!	
Alô @BancodoBrasil fui na agência e ja peguei o novo cartao obrigado pela ajuda	1
"@BancodoBrasil vou abrir então  me ajudaria muito.
 funciona  pra qlq  lugar do país?  estou em Itanhaém!!!"	0
@BancodoBrasil e em qto tempo chega o cartão  de movimentação. apos abrir no app qdo posso sacar  e depositar?	
@BancodoBrasil mentira estou quase três dias querendo abrir a minha conta e nada.	-1
@BancodoBrasil do que preciso para abrir uma conta no banco do Brasil?	
Tudo isso devido às mentiras, corpo mole e incompetência de um gerente do @BancodoBrasil ...	-1
Depois de chutar o pau na barraca na agência do @BancodoBrasil da Deodoro, a minha conta foi aberta no dia seguinte... Vou denunciar!	-1
@itau @BancodoBrasil acabei de receber um SMS do número 27386 e olha que não tenho conta em nenhum com vcs. E sabem até meu nome #ajudaai	
Mesmo o meu PJ sendo ME e ñ Ltda, o @BancodoBrasil enviou o meu processo à central no PR... E pra piorar, eles perderam os meus documentos!	-1
E o pior: o novo edital estadual de Cinema também deve atrasar... Tudo isso devido às mentiras e corpo mole de um gerente do @BancodoBrasil	-1
O @BancodoBrasil demorou 40 dias para abrir a conta de 'Chorando Se Foi'. Resultado: o filme vai atrasar 6 meses.	-1
@BancodoBrasil garotah vc ta me testando?	
@BancodoBrasil vai tomar no cu, morreu gente pra caralho isso que faz 2016 inesquecível	-1
Quando o DPVAT estará disponivel para pagamento nas agências do @BancodoBrasil?	
@BancodoBrasil  to chegando com os refri rapaziada	1
@BancodoBrasil Linda a mensagens	1
@BancodoBrasil cadê vcs? Tão de férias? Ficaram de me dá uma resposta hoje.	0
@BancodoBrasil Eu poderia usar essa imagem para personalizar o cartão? https://t.co/0XY8BxFYoi	
@BancodoBrasil E poupança???	
@BancodoBrasil Por que não tem mais calendários nos bancos para quem é cliente? Tão cortando até o papel reciclado agora?	
@BancodoBrasil Imposto é roubo	-1
esse atendimento on line do @BancodoBrasil é só amor né gente? ❤	1
@BancodoBrasil boa tarde , não consegui e nem recebo o SMS pra finalizar o cadastro. Pq isso ocorre?	
"@BancodoBrasil Boa tarde!
Consigo abrir uma conta conjunta pelo apps ou internet?"	
Ei, @BancodoBrasil, tem aplicativo Ourocard pra Windows Phone?	
sera q se eu marcar o @BancodoBrasil e falar q o atendimento do protocolo 122700 foi ótimo, fica tudo certo?	1
@BancodoBrasil tentando , porém não envia o SMS:/	
terminal de senhas c problema e me mandam aguardar. o mín q poderiam fazer é me tratar como prioridade, já q eu cheguei ants @BancodoBrasil	-1
@BancodoBrasil Não consigo mandar mensagem pra vocês	
Aquele banco que não te presta o mínimo do serviço respeitoso com atendentes ignorantes e gente que não sabe lidar com gente @BancodoBrasil	-1
Vc chega no @BancodoBrasil e não tem sistema p senha. Te mandam aguardar. Depois chegam dez com senha e vc vai pro final da fila. Tá certo	-1
Os atendentes da Agência @BancodoBrasil aqui na Rua da Assembleia-RJ altamente ineficientes, tem que a supervisora resolver tudo!Que é isso?	-1
Oi @BancodoBrasil esperando a resposta de vcs por dm.	
@BancodoBrasil vou te chamar na DM amiga	
@BancodoBrasil  Obrigado pela atenção😉	1
@BancodoBrasil Miami ainda te rouba US$ 40 por uma transferência não realizada	-1
@BancodoBrasil Boa tarde pessoal. poderia me enviar o link para se inscrever no jovem aprendiz? obrigada.	
@marisascruz @BancodoBrasil Corporativismo criminoso não pode ficar impune. Onde está o RH do BB? Aparelhado?	-1
O @BancodoBrasil Miami te trata como terrorista e fica questionando a natureza das transações do cliente.	-1
O @BancodoBrasil nos EUA é um banco colonizado que morre de medo das autoridades americanas. Não está nem aí para os clientes	-1
alo meu banco predileto, preciso da sua ajuda @BancodoBrasil	1
Jamais abram uma conta no @BancodoBrasil Miami. O atendimento é péssimo e os gerentes totalmente despreparados.	-1
@CitiBrasil Liguei e informaram que não poderiam liberar por uma política de segurança. Acabei usando meu cartão do @BancodoBrasil .	1
@BancodoBrasil posso passar a receber meu salário na conta que eu abri?Como faço?URGENTE!Ja recebo na caixa . @BancodoBrasil #bancodobrasil	
@BancodoBrasil já mandei dm	
Por favor, respondam minha DM! @BancodoBrasil	
@BancodoBrasil  Eu abri uma conta a um mês mais ou menos, mais o cartão ainda não chegou, pq?	
"Melhor Propaganda ❤️ Amo a música! 
@BancodoBrasil 
Não da nem vontade de pular uma propaganda dessa ❤️❤️❤️ https://t.co/a5LWF9EaJc"	1
@BancodoBrasil paga uma garota pra ficar com cara de bosta entregando senha e não paga pra ajudar os velho	-1
PQP @BancodoBrasil deixa de ser um arrombado mão de vaca e põe gente pra ajudar os velho nos caixa eletrônico	-1
@bancodobrasil ou, já que vocês são imprestaveis pelo telefone será q por aqui cês conseguem me ajudar?	-1
@SandraRaissa @BancodoBrasil Pior que antiamente n gostava da Caixa. Recentemente fui no BB do Grajaú e o funcionário desanimadão p falar.	-1
@BancodoBrasil recebi uma bolsa de estudos e preciso abrir uma conta o mais rápido possível, mas estou fora do país. Como faço?	
@BancodoBrasil  eu estou nó acordo parcelado já paguei a primeira e tô esperando o bb mandar a proxima fatura de seis parcela de 225.	
@BancodoBrasil já vi, já fiz download dos pdfs e por isso tenho a dúvida: se a conta chama-se gratuita por que tem custos individuais?	
Não é possível essa demora, eu cheguei aqui há 15min e ainda estão com a mesma pessoa em atendimento @BancodoBrasil	-1
EU ODEIO O @BancodoBrasil COM TODAS AS MINHAS FORÇAS! SÓ GENTE INCOMPETENTE #bacodobrasil	-1
Aquela sensação boa de ter sido bem, e de forma rápida, atendido no @BancodoBrasil! :)	1
@BancodoBrasil acho q foi segunda feira. Perguntaram o q poderiam Fazer por mim. Pedi para transferi 100 mil para minha conta.Até agora nada	0
@BancodoBrasil agência 3515, Fortaleza,uma hora de espera e o gerente mandou um recado q só poderia atender em 30 minutos. Desrespeito total	-1
Eu fui fazer horário de almoço 1h mais tarde pra resolver coisas no @BancodoBrasil e a fila está imensa	-1
I'm at @BancodoBrasil in Goiânia, GO w/ @binhocpb23 @gabrieltemp @fabiocq @derixin @gabrielmanga18 https://t.co/PmObBnfkgH	0
I'm at @BancodoBrasil in Santos, São Paulo https://t.co/RwgTRbtXw1	0
@BancodoBrasil Eu tenho uma dúvida sobre a personalização dos cartões que vocês oferecem	
@BancodoBrasil Obrigada	1
@BancodoBrasil Obrigado sempre responde com agilidade. Aprende @Caixa	1
@BancodoBrasil Acabei de abrir a minha conta Fácil pelo celular. Foi bem fácil, espero gostar dos serviços prestados. =D	1
@BancodoBrasil Falta d segurança é em todos pontos d auto atendimento,em caso d ocorrência o cidadão é o único vulnerável,câmera é p/ depois	-1
@BancodoBrasil como faço para mudar minha conta para digital?	
Na moral, deem aumento pra quem cuida das contas do @nubankbrasil e @BancodoBrasil no tt, eles merecem, super educados	1
@BancodoBrasil tenho uma conta no bb e gostaria de mudar ela pra conta digital, pois nunca vou a agência, como faço?	
@BancodoBrasil a transferência foi feita na quarta-feira e até agora não tenho notícias. com quem eu posso verificar?	
@BancodoBrasil pq seu site é tao porco?	-1
@BancodoBrasil como faço para solicitar um cartão adicional dos que já tenho?	
@BancodoBrasil  e pode  deposita qualquer valor	
@BancodoBrasil eu fiz o meu ja chegou como faco pra desbbloquea meu cartao	
@BancodoBrasil Pelo APP de vocês, posso abrir uma conta digital? Ou somente conta corrente comum?	
I'm at @BancodoBrasil in João Pessoa, PB https://t.co/hDhkMkq4DE	0
@BancodoBrasil Um banco que não se importa em ideias e soluções,motivo: público!!!	-1
"@BancodoBrasil poxa me parece um ótima oportunidade posso receber salário  nela?
e fazer depositos transferências..."	
@BancodoBrasil qual o valor mensal da tarifa ou pacote de serviços?	
@BancodoBrasil parabéns pelo ar potente	1
I'm at @BancodoBrasil in Itaguaí, RJ w/ @igorgab_ https://t.co/Nbhz3fsdbl	0
🌚 (at @BancodoBrasil in Itaguaí, RJ) https://t.co/lIEzcpdbJV	0
@BancodoBrasil DPVAT no Rio Grande do Sul... Quando libera?	
@BancodoBrasil posso passar a receber meu salário na conta que eu abri?Como faço?URGENTE!Ja recebo na caixa .	
@BancodoBrasil Pagamento DPVAT no RS ainda não liberou?	
@BancodoBrasil Existe alguma forma que eu altere, em meu cadastro, meu endereço d entrega de correspondências pela internet?	
@BancodoBrasil sabe me informar se a agência de Itaguaí está funcionando normalmente?	
@BancodoBrasil De que adianta, todo ano no Natal esses governantes malditos soltam os bandidos, o bendido indulto natalino.que explodam tudo	-1
Não prestam pra resolver nada pelo telefone né @BancodoBrasil. A mulher aparentemente botou a ligação no mudo. Paciência.	-1
Sofrendo com esse atendimento por telefone do @BancodoBrasil só queria a fatura do cartão de crédito, é pedir demais?	-1
Vou já tentar resolver um problema com o @BancodoBrasil pelo telefone, caso eu não consiga, vai ser o jeito ir na agência	
I'm at BB CENOP Operações - @bancodobrasil in Curitiba, PR https://t.co/Gi0Gx310f7	0
Oi @BancodoBrasil como que chega na crush depois de ter pago micão????	
@BancodoBrasil o banco mais safado do mundo.. agência Juvevê a pior do universo...	-1
@HackbartAline @rosaneoliveira @BancodoBrasil é ridículo nao conseguir  pagar via internet...	-1
@BancodoBrasil como fazer o cadastro para saber de saldo na internet?	
qual prazo de uma transferência internacional pra minha conta pela western & union? @BancodoBrasil	
@BancodoBrasil o aplicativo não está funcionando??? Não consigo entrar tem dias...	-1
@BancodoBrasil obrigado migo, nem te conheço e ja te adoro pacas ❤	1
@BancodoBrasil Para compra internacional, como a cotação do dólar no BB é obtida? É o valor de venda do banco central (PTAX) + qts %?	
Tenho conta no @santander_br @Caixa @BancodoBrasil e nunca fui destratada como fui no @Bradesco pra abrir uma conta salário! #deception	
@BancodoBrasil não entendi. Tem duas opções de contas (gratuita e bônus) mas ambas tem taxas dos serviços, no que ela é gratuita?!	
@BancodoBrasil Governo tem que ter vergonha na cara e peitar a criminalidade praticada pelos juros bancários absurdos! Os estatais tb!	-1
Oi sumido @BancodoBrasil queria saber porque essa demora toda pra chegar um cartão	-1
@BancodoBrasil olá banco, maravilhoso, só que não, de que adianta o Cod de rastreamento do cartão se ele não funciona!?	-1
@BancodoBrasil parabéns por deixar várias pessoas desempregadas	-1
@BancodoBrasil elo é uma bosta. ♡	-1
"Como gozar nesse fim de ano;
1- abra o aplicativo do @BancodoBrasil 
2- veja que o dinheiro do próximo mês já entrou
3- goze"	
